label,text,predictions
1,<user> <user> <user> Yes we will We will put NUMBER scotus on and you and your vile party can fuck right off you POS,0
1,"<user> <user> Trump gets free airtime for campaign rallies most days he does those awful ""briefings"" <user> needs to fight for equal time without the shitshow",0
1,"Given the way George Floyd died I don’t trust the sincerity of these ""kneeling"" cops one goddamn bit",0
0,<user> As a military man as you know your son as well as myself fought for the Constitution of the United States to protect all citizens against terrorism foreign and domestic And Donald Trump's disregard of the military is disgusting thank you for showing what a leader should act like,0
1,<user> you need to quit politicizing that man's death for your own gains  although his murder at the hands of a bad police officer is horrible  George Floyd was no saint  You're just using this and the disgusting display of cultural appropriation the house Democrats did to get votes,0
0,understand  that if you  in anyway try to condone or justify the killing of george floyd or any other innocent that was condemned for no reason other than the fact that they were black person you will catch this block so quick this is a promise,0
0,<user> Antifa You should know they’re no loyal to you They’ll use you amp; democrats as useful stooges then they’ll turn on you That’s what terrorist do Hey did you have a special ear transmitter and wired mic attacked looks like it Not okay dude,0
0,ruining relationships because they care more about buildings than lives gt;gt;gt;gt;gt;gt;gt; BlackLivesMatter,0
0,Jared Kushner’s ‘princely arrogance’ set back the coronavirus response by weeks: report <url>,0
0,<user> <user> Trump: <url>,0
0,"""It was humiliation on a scale almost unimaginable outside of cinema or nightmare""  If a Black person or many Black people takes the time to let you know that you have done something racist it is not a ""humiliation"" it is an opportunity  <url>",0
0,<user> <user> <user> <user> The little dude is overcompensating blacklivesmatter,0
0,If you take any advise from this fool then I question your judgment What an embarrassment,0
0,<user> <user> <user> That's right Bob,0
1,<user> You’re wrong about that Camel-Crotch He has a plan alright and that plan is to get rid of you You’re a disgrace to us black people You should be publicly hanged immediately,0
1,Btw to all my black friends I'm with you The douchebag who killed George Floyd by having his KNEE on his neck will be brought to justice:raised_fist_medium_skin_tone:,0
1,<user> <user> In that case you better vote TRUMP NUMBER How many KKK rallies have you seen in the past NUMBER years How many Antifa ralliesprotestriots have you seen in the past NUMBER years Thats what I thought Get your head out of the ground and think for yourself TRUMP NUMBER,0
0,<user> I know the feeling but I will have to tough this desire out Crazy that I had a couple friends at OTB that was extremely ill in JanuaryFebruary Wondering if they had COVID :face_with_raised_eyebrow:,0
0,<user> <user> <user> While your interview is over <user> protects  coronavirus NVDHHS DIRECTOR RichardWhitley who stole from this WheelchairUser I NEED HEATFOOD NVCaucus GoFundMeVideo:<url> Sisolak Email:<url>,0
0,"<user> i know right it’s not an ""unpopular opinion"" it’s anonymous antis spreading disgusting comments and the person enabling the behaviour is just as bad",0
1,LET'S KEEP IT SIMPLER: TRUMP amp; PENCE=HONEST amp; GOOD HEARTS amp; GOD FEARING LUKE NUMBER:NUMBERkjv; MALACHI NUMBER:NUMBER-NUMBERBIDENHARRIS= CURSED LYING DECEIVING EVIL HYPOCRITES WITH CORRUPT HEARTS WHO DO NOT TRULY FEAR GODMATTHEWNUMBER:NUMBER-NUMBER NUMBER:NUMBER-NUMBER NUMBER:NUMBER; JOHN NUMBER:NUMBER; PSALM NUMBER:NUMBER; PROVERBS NUMBER:NUMBER,0
0,"""A nurse revealed the last words of his coronavirus patient: """"Who's going to pay for it"""" <url> <url>",0
0,<user> <user> <user> <user> <user> <user> Which side replaced fathers with the state Democrats hate their voters,0
0,New Zealand   <url>  BlackLivesMatter Maori   <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user>,0
1,you have got to be fucking kidding me,0
0,<user> Meanwhile Covid is killing ppl,0
0,<user> <user> <user> I wonder what Rita Pirannah would think and say if one of her relatives got the covid virus was placed in Intensive care hey think shed do a big bloody rethink on her senseless propaganda  NUMBER NUMBER dead americans grieving families would totally disagree with her ranting,0
1,why does the NUMBER-NUMBER age range only make up NUMBER of the total vote Why the fuck isn’t my age group voting Your parents can’t see your ballots ElectionsNUMBER,0
0,<user> There are thousands of reasons to vote for <user>   These are NUMBER of the main ones <url>,0
0,<user> REALLY You think <user> was rattled by that ranting ignoramus Seriously 'Dominates is talking over someone and being an ignorant disrespectful child The headlines tell it as it is Trump was made to look an ignorant unprofessional unpresidential fool - without ANY help,0
0,<user> we need help Show us what to do HE'S FIRED,0
0,This is despicable We need higher standards to become and maintain status as a police officer in America Reform must come from accountability Quality over quantity The people protecting our families need to be top tier humans I know I can admit I could never do the job,0
0,<user> He had to defend his government management all the time and you spent all your time insulting him  You did not show a credible proposal,0
1,<user> Your crypto shitposts are funny but your covid posting is Q tier From a fan,0
0,This is so damn sad honestly :face_with_steam_from_nose::loudly_crying_face:,0
0,<user> vs <user>   I wish <user> the next president,0
1,DeSantis blames COVID spike on 'overwhelmingly Hispanic' laborers  Screw you you racist SOB  You benefit from their presence then turn on them in a heartbeat  Gee that sounds just like your leader Trump  Surprise  BidenNUMBER VoteBlueToSaveAmerica  <url>,0
0,Fight like the French            BLMprotest,0
1,<user> Lol <user> watching you Antifa and BlackLivesMatter is hilarious you morons are like small children pretending to be revolutionaries in reality you are just a bunch of useful idiot's for <user> <user> and the whole DemoKKKrat party :zany_face::face_with_tears_of_joy::grinning_face_with_sweat: Losers,0
0,US Says Russian Hackers Are Trying To Steal Coronavirus Vaccine Research <url>,0
0,<user> With VIOLENCE across AMERICA due to <user> and <user> DEMS  Who's he again:upside-down_face:,0
1,WHY THE FUCK DID THEY THROW A NUMBER-YEAR-OLD WOMAN ON THE GROUND Did they see her as a threat Fucking racist cops need to lose their jobs,0
1,<user> To vomit How bout giving us what WE wantNUMBER-NUMBER Dems want MNUMBERA   But your NUMBER billionaire controllers don’twho wins soshut up and crawl back to The Tiny Wonder,0
1,<user> <user> Certified Idiot says what,0
1,wtf wtffffff make his life a hell idc,0
0,Here’s the dope Mark Knoller giving his useless opinion on nothing,0
0,"""The plan is to fan this spark into a flame "" The revolution for justice is far from over Breonna Taylor’s murderers have not had charges brought against them SayHerName itsaboutmorethanone blacklivesmatter <user>",0
1,<user> take your Covid fear campaign and shove it up your ass Were done with your fear mongering Done with your lies Done with your corruption Done with your lip service Done with your racism Done with your political games Were voting <user> Period,0
0,<user> <user> <user> Burnbabyburn,0
0,New York City misses out on billions of tourism dollars as coronavirus keeps Broadway dark <url>,0
0,<user> Hard to believe you want to be The leader of the free world and would put up a childish video like this  It detracts from your position which we were hoping to hear more about last night  than your bickering with the President,0
0,<user> Nah he hates white people too  He's gone all the way over the cliff now But wanting Target to contribute to the community in Minneapolis as if they didn't already do that in the looting is really just stupid,0
0,NY Post Wrecks Liberal Hypocrisy Over Coronavirus Now That George Floyd Riots Have Subsided  <url>,0
0,Minneapolis: in hell The rest of the world: <url>,0
0,Lmao that gun would break this kids wrist if he ever shot this :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
1,NUMBERrd degree murder fucking bullshit not enough he murdered george floyd in cold blood,0
1,George Floyd had Chinese virus There's nothing democrats won't drag his name through be dragged through,0
1,<user> <user> You're right for a second wave to happen the first one has to end and you fucked that up to high hell,0
0,NUMBER US Stocks to Buy on Coronavirus Weakness AAPL NKE AMD  <url>,0
0,Drama between White Nationalists is never not delicious,0
1,Why in the hell does any one listen to this fucking idiot  He has been right so many times recently Piss on him and all you fuckers responsible for this insanity,0
1,<user> <user> <user> yet advocate killing babies at NUMBER months gestation,0
0,What  <user>,0
0,<user> To the Great American People at a time when they struggle and affirm their historic long struggle against discriminationand thus making the world more free and saferYou are the loved of God and blessed be to youGeorgeFloydb BlackLivesMatter What about this twit <user>,0
1,<user> And what about the herpes on his lip and his red eyes he got morning the coronavirus he got herpes,0
0,How can you spread such lies and hatred  <user>,0
0,<user> And you haven’t denounced BLM or antifa,0
0,donaldisoverparty when we try and take down him how about we all just discuss about this video like wtf dude why would u make this video and disrespect George Floyd <url>,0
0,<user> <user> Bet you hate racists too huh,0
0,Damn Thats big moves,0
1,<user> when evil has a black skin BlackLivesMatter <url>,0
0,For WorldRefugeeDay  we're celebrating a few of the many stories of refugees who are working to keep all our communities safe during COVID Meet Dr Lubab al-Quraishi who is dedicating to keeping others safe amp; healthy  RefugeesSaveLives NUMBERYearsOfWelcome <url>,0
0,<user> <user> oh well ill just respond to myself since i got blocked again,0
0,My a family member PREACHES this to me and I NUMBER believe it don't  <user>,0
0,Take a minute and just slowly let this sink in If you find yourself getting more pissed off by the second as you read then you most likely are of excellent character ,0
0,<user> It was a counterfeit bill George Floyd was deunk high on drugs and resisted arrest He didn't deserve to die that's true; but don't attempt to make him a saint,0
0,"<user> <user> you accidentally added the word ""for""",0
0,Irrationality is worse than COVID,0
0,<user> NUMBER Americans died of COVIDNUMBER today And you want to be tested every day Why What will that do Other people need those tests Hopefully you get to experience the what so many Americans have had to suffer through DonTheCon COVIDNUMBERForTrump <url>,0
0,<user> <user> <user> If you know nothing about accounting then shut up,0
0,<user> <user> <user> <user> How is he a murderer,0
0,<user> <user> You hair is on fire because the President is kicking Covid's ass Who's sad,0
1,This is just the Navajo Nationnot all Native American tribes throughout the US  These numbers are horrendous  and it's all on PresidentTestingIsOverRated  and his racist presidency   RacismMustDieForMinoritiesToLiveFree   We must        OustMrUnstableUnfitAndUnable,0
0,"""Multiple journals reject major mask study amid hints that it shows masks don't stop COVID <url> via <user> 'Lancet spokeswoman Jessica Kleyn told Just the News that the journal """"does not comment on papers it has not published' covidiots""",0
0,<user> <user> Only liberals cry MAGA fights back,0
0,<user> <user> <user> Do you not realize that being against ccp is anti fascist action？and supporting BlackLivesMatter doesnt mean theyre antifa google is literally right there,0
1,<user> George Floyd You didnt even know the man existed until a couple weeks ago - and if you did you wouldnt have given a shit about him Morgan He wasnt ever gonna be in your social circle was he Let the poor man rip and his family grieve,0
1,"Even Biggie said don’t wish death on anybody there’s no coming back from that I see ""wait til they catch Covid"" with laugh emojis at least NUMBERx a day on here to NUMBERk+ likes people need to grow the fuck up you’re the problem too pussy",0
1,The Trump administration is so twisted and corrupt it makes one want to cry for our country Instead I will VOTE MASK UP and VOTE:United_States::United_States::United_States:,0
0,<user> <user> <user> <user> <user> The greatest cover-up from WWNUMBER was the Serbian Holocaust where over NUMBERNUMBER Serbs NUMBERNUMBERs Roma and NUMBERNUMBER Jews were massacred by the Croatian Ustaše  Here's Biden turning the tables on Serbs in the US senate manufacturing public consent during the NUMBERs Jasenovac <url>,0
1,Un-fucking-believable   Regardless of the meaning of the statue no member of parliament should ever praise or worse still promote acts of criminal vandalism   Your job is literally to democratically in parliament to do this kind of work not encourage mobs to do it for you,0
0,<user> <user> Nothing scarier than a Communist,0
1,So essentially his original base the angry uneducated inbred racists,0
0,<user> <user> <user> Not so fast We see you Cheaters,0
0,"The Chartered Institute of Journalists condemns what it describes as ""the outrageous arrest"" of a CNN news crew covering the protests in Minneapolis USA following the death of George Floyd",0
1,"<user> I guess <user> wasn't paying attention when <user> sent federal marshals out to kill an ""innocent until proven guilty"" US citizen extrajudicially  Mikey kindly shut the fuck up you sociopath",0
0,<user> <user> <user> <user> <user> I'm not white and it certainly is not,0
0,I really hate hypocrisy Seems fitting for my first tweet ever,0
0,<user> Go back to your basement BidenYou are NOT going to be president Trump NUMBER MAGA amp; freedom,0
0,<user> <user> <user> <user> <user> <user> <user> No one makes this war religious Azerbaijan is supported by Christian Georgia ans Christian Ukraine whereas Christian Armenia is supported by Iran Lebanon and other countries like that,0
0,Nigeria: Muslim cleric says coronavirus is punishment from Allah for homosexuality and adultery <url>,0
1,<user> <user> <user> Did anybody check Trumps asshole for ultraviolet light probe,0
0,What a good doggo <url>,0
1,Treason by TRAITORS,0
0,<user> Ummyou will still be President for Thanksgiving and Christmas   And we ALREADY MISSED graduations weddings  fourth of July and FUNERALS   This is currently YOUR PRESIDENCY   VoteHimOutNUMBER  VoteBiden,0
0,<user> <user> <user> Imperfect He was actively living a criminal lifestyle  DON'T live a criminal lifestyle and that will dramatically lower your encounters with law enforcement black white or brown    And this George Floyd godlike worship is over the top He was a criminal THUG,0
0,BLACK LIVES MATTER They have been mistreated for so many years They don’t deserve this kind of treatment from anyone They don’t deserve this kind of injustice BlackLivesMatter <url>,0
0,<user> <user> <user> That's too shallow my brother as much as we need to respect the dead images like these will help awaken more SAns to how dangerous we have become as men in SA Had it not been for the video amp; the words from George Floyd the world wouldn't have stood up as it did,0
1,<user> The melting pot is bubbling over blacklivesmatter  FlushTheTurdNovNUMBERrd  racist DerangedDonald ImbecileIdiotMoronInChief,0
0,<user> <user> <user> <user> Making America the laughing stock of the world  Coarsening politics with his petty and absurd name calling and temper tantrums  Lying to the American people daily  Intentionally lying about the lethality of Covid-NUMBER In his own words It’s on tape  And so much more,0
0,Why did they even open in the first place   Get me out of America We're all doomed here cause no one is taking this seriously,0
1,"Bob Kroll ""I’m such a fucking pendejo"" MPR ""Some say Lt Kroll is a colossal pendejo some do not"" <url>",0
1,<user> The DNC got over a billion in donations and you're looking for more  Greedy bastards,0
0,"<user> <user> <user> The thing is polls don’t mean shit - polling works on ""likely voters who voted in NUMBER amp; NUMBER"" It doesn’t take into account new voter registration - of which Dems are outstripping Reps almost NUMBER-NUMBER in every state",0
0,<user> Because of your inaction NUMBER people have died of COVID and NUMBER people in MY COUNTY ALONE have it I cannot say I will be voting for you in your next election DeSantisBetrayedFlorida,0
0,<user> <user> What about this bunch spitting in the face of and attacking innocent women <url>,0
0,So Trump lies about it and the Cult drinks it in ,0
0,Coronavirus is not over Trump didn’t beat it He’s denying it and people are dying because of it  <url>,0
0,<user> <user> <user> All liesthese are anarchists looking for a fightantifaamp; immature soy boy man-bun wearing bratswho just want to start trouble amp; who will be destroying minority communities just becauseit has NOTHING to do with George Floyd  But you already know this,0
1,this is what joggers are rioting over thanks for redpilling millions of white people though,0
1,Poor AOC she knows she's done What a pitiful hate filled creature she must be <url>,0
1,<user> You’re a cuck to NYPD protestNUMBER BlackLivesMatter,0
0,<user> <user> <user> <user> and of course George Floyd did nothing  and if u think he did you are just being blinded by racim,0
0,People are burning down the country and this guy still hasn’t heard them,0
0,This might actually be the most dangerous series of lies he’s told which is saying A LOT,0
0,World moves to reopen amid COVID-NUMBER pandemic <url> via  <user>,0
1,This shit is fucking ridiculous This is the mentality of the oppressors This needs to be seen and heard BlackLivesMatter  <url>,0
0,<user> <user> <user> It was all horrific,0
0,<user> <user> <user> <user> That’s a ridiculous statement,0
0,Manger said she put one lady out talking about she probably already had COVIDNUMBER  Ppl are so selfish,0
0,<user> <user> no justice no peace BlackLivesMatter,0
1,Currently immigrants that have ITINs pay taxes and make sure our country works are not getting support from this administration because this admin is racist Our economy would fail without immigrants and they should receive that support back during this pandemic    COVIDNUMBER <url>,0
0,Hong Kong police mocked protesters supporting BlackLivesMatter they think the whole campaign is a joke,0
0,"Every four years Demonrats put on a show for the black vote then do not deliver on their false promises Break the pattern The definition of ""insanity"" is repeating the same action but expecting a different outcomeStop the insanityredwave AllLivesMatter BlackLivesMatter",0
1,Hitler staches are chill says CDC,0
0,Ayy she’s SCARY omg :face_with_tears_of_joy::face_with_tears_of_joy:,0
1,<user>  go back to your where ever home it isyour are a liar and the only think  you have is used the virus  that's all you have with <user>  WE WANT A OPEN COUNTRY AND THE VIRUS WILL NOT KILL US NOW and <user>  do not have a plan to the virus,0
0,Know The Devil: The Vicious Enemy Of Our Souls <url> BlackLivesMatter londonprotest LosAngelesProtest LasVegasProtest NewYorkProtest blacklifematters GodBlessAmerica JesusIsTheAnswer LosAngelescurfew LosAngeles GeorgeFloyd GeorgeFloydMemorial,0
1,election more like erection ElectionsNUMBER,0
0,George Floyd and Derek Chauvin worked at the same nightclub   Coincidence or a set up by a dirty cop <user>  <url> via <user>,0
0,Teachers are back on the job today another care home has COVID-NUMBER and there are new rules around grocery shopping in BC Here's what you need to know today about COVID-NUMBER in the province <url>,0
0,<user> <user> Biden needs to look in the mirror talk about ugly after all he has done which was to help his family get rich,0
0,<user> <user> <user> <user> This tweet is pretty pathetic even for you,0
0,Honestly these guys are morons Have you dealt with your own SARS,0
0,Because guess what you can’t blame Trump for everything wrong in the world Surprise surprise,0
0,Don’t EVER STOP FIGHTING BlackLivesMatter :raised_fist_medium-dark_skin_tone::red_heart:,0
1,<user> <user> Republicans deserve covid and to lose their insurance,0
0,In this situation I believe this woman should be legally allowed to shoot and kill both officers in defense of him JUST LIKE ANY OTHER CITIZEN MAYBE COPS WOULDNT DO THIS IF THEY WERE AFRAID FOR THEIR LIFE LIKE SOMEONE WOULD BE WITHOUT A BADGE,0
0,<user> Nothing but a two bit con man Joe Biden <url>,0
1,<user> COVIDNUMBER sellout Wow and you are proud of killing Americans TraitorTrump,0
1,<user> First they are rapists and criminals now they are carrying the Coronavirus YOU STUPID FUCK,0
0,Look two Jews on MSNBC who make up NUMBER of the population making up NUMBER of the media BlackLivesMatterDC BLACK_LIVES_MATTER are so clueless it’s sad <url>,0
0,Do we call all who voted for trump racists :weary_face:BlackLivesMatter,0
1,<user> Trump NUMBER Biden is corrupt Fact check for yourself,0
0,"<user> <user> <user> It's outdoors hypocrite Remember: ""Believe the science""",0
1,Your kid draws like shit,0
0,"<user> in it’s entirety in full blame China for American’s COVIDNUMBER crisis when we KNOW <user> is fully responsible for failing to do his job as POTUS  STOP TRUMP GOP MAGA FROM MAKING THE Chinese THE NEW Immigration ""BOOGEYMAN"" TrumpOwnsThisCrisis",0
0,<user> And now you’ve got coronavirus,0
0,The distribution of wealth is the real issue in this country and it has been for decades Change my mind protestsNUMBER DontVote richvspoor  wearefucked pickourowncandidate EpsteinDidntKillHimself illuminatiisreal,0
0,<user> <user> Please don’t compare George Floyd’s coldblooded murder to Michael Brown’s horribly tragic but justified shooting—as forensic evidence and witnesses proved The BLM’s Ferguson lies drove millions right and helped put a racist gangster in the White House <url>,0
0,<user>  Something stinks ,0
1,<user> <user> <user> <user> It’s a good thing nobody asked for yours on this original thread either Go back to racist ass Minneapolis,0
1,Take your knee off our necks U racist  people  BlackLivesMatter,0
0,<user> Preach it loud JOE,0
0,"<user> Good to see the <user> calling the racist thugs in George Square racist thugs Unlike the cowardly BBC who called them ""statue protectors"" BlackLivesMatter Solidarity with the photographer",0
0,Elections  <user> I told you they are criminals remember me they are criminals   media CovidMedia CorporativeMedia establishment criminals voting elections electionsNUMBER journalism under questionmark CNN BBC NBCNews BreakingNews Break News Update <url>,0
1,SOMEONE FUCKING CALLED ANONYMOUS A BOTTOM BC THEY DONT LIKE BEING CALLED DADDY IM OUT <url>,0
0,<user> <user> Preachhhhh :speaking_head::speaking_head::speaking_head::speaking_head::speaking_head::speaking_head: BlackLivesMatter,0
1,"<user> <user> I'm Ukrainian on my father's side not Rushkie but Trump is a russophile I'm anti Russian anti Communist I've just written a book on the commies Look in the Amazon store under my name Title of book ""Lew the Lion"" :lion:",0
0,Screw Mattis If you need to hear it from a military commander listen to one who still serves and dares to stand up when it counts Respect General Brown <url>,0
0,How many more of our Black Brothers needs to die for us to realize we will not end murders by being silent subjugated respectful to oppression victimization traumatization callous disregard for our life pain history I'm tired of crying :face_with_symbols_on_mouth::broken_heart: BlackLivesMatter IAmBrettless <url>,0
0,"Trump: ""I am utterly disgusted by this show of hate in this time of mourning and ask that these people dissociate themselves from my campaign immediately""",0
0,Q: is there anyone left in the WH who tells him stuff like this is a bad idea,0
0,I feel so much better now knowing that Trump has brought in Jared Kushner to deal with Covid-NUMBER crisis Good god we are so screwed,0
1,"No problem with <user> going to the level of the RacistinChief by interrupting   You can't ""go high when they go low"" with this lying POS <user>   You have to bloody the bully's nose he'll back down   Cowards always back down",0
1,<user> All these morons should have to sign documents declining medical help for COVID complications I don't care if they die That's Darwinism I worry about the others that they put at risk with their stupidity,0
1,useless ass kid cant even speak properly,0
0,Who cares what she thinks,0
1,<user> <user> Barrack is death to black people just like you  There is a reason why NUMBER of Blacks have already or will vote Trump,0
0,I'm getting my regular flu shot over the weekend  I'm a huge supporter of vaccines  BUT there is no way in hell that I'll get a Trump COVID-NUMBER vaccine that has not been tested properly Is this Trump's attempt to kill more people before the election COVIDNUMBER vaccine,0
0,Anger Erupts In Wake Of George Floyd's Death   Morning Joe   <user> USA <url>,0
0,<user> We will respond November NUMBERrd by removing him from office,0
0,George Floyd was put here for this reasonto spark the revolution thats the craziest part to me man This is the quickest a video like that has ever gone viralfor them to hold his funeral in the midst of protestwe never get the information that fast,0
1,Even if you are pro-BLM this is still an asshole thing to say to a customer,0
0,<user> <user> The number of people killed by Trump's lies about covid <url>,0
0,KNEEING THE VICTIM'S THROAT IS A COLD BLOODED INTENTION TO MURDER EVEN AFTER VICTIM CHOKED FOR BREATHHE DIDN'T REDUCE KNEE PRESSURE  THIS POLICEMAN SHOULD BE KNEED TO DEATH SO HE FEELS EVERY HORRIBLE MOMENT OF FACING PAINFUL DEATH,0
0,Simply a horrible interview on GMA with Navarro How do you let him do this George Journalistic malpractice <url>,0
1,I fucking knew George Floyd sounded familiar I thought I was tripping He was part of SUC,0
1,That’s because I Omar and all of the NUMBERK Somalis Barry Obama relocated want to make Minneapolis like the shithole they cane from  Minneapolis looks like Mogadishu in NUMBER’  nosharialaw <url> <url>,0
1,And Dianne Feinstein It's not time to be Partisan here Clean the entire House and oust all these Motherfuckers,0
0,<user> Here in AMERICA we laugh at your puny COVID-NUMBER trends HA HA HAHAHAAAAAAHHHH,0
1,ah yes the people wearing masks totally gave the mask-off fascists the 'rona  here's a thought fascists: go fuck yourself,0
1,<user> <user> I hear you believe me I  know we have an uphill battle  But we can't give up  We have to keep pushing towards the ideals this country was founded on Oh and Fuck Trump and everyone who voted for him,0
1,Will you shut up man biden trump ElectionsNUMBER,0
1,<user> Do you know you're just a cheap running dog and scapegoat for <user>  <user>,0
0,All of these people need to be brought to justice,0
0,<user> <user> <user> Hahahahah look who’s talking about siding with terrorist groups The one defending PB and white supremacy I bet you will defend Don Jr for being a RUSSIAN TRAITOR too <url>,0
0,<user> <user> I read a right wing blog that's written by a rich semi-retired software guyHe wrote that the cops in Minneapolis must all vote Dem because they're civil servants and union members He doesn't know the way that his fellow Americans think It's as if he just moved here last year,0
0,<user> I have fibro associated with Sarcoidosis and I get lot fevers all the time Screwed me up a couple of times this year going to medical appointments and having a fever over NUMBER Got turned away and tested for Covid-NUMBER,0
0,C'mon man Do you see this It's JoeWired you just can't trust the Democrats whatsoever TrumpNUMBER MAGA,0
1,What a fucking moron :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
0,<user> anonymous isn’t just one organisation so there’s no way for them to have a real account it isn’t set people who are anonymous,0
1,"""RT <user> BREAKING—President Trump's Friday fever was """"Quite High"""" CNN   :right_arrow: Always assume WH downplayed the coronavirus coronavirus KarmaIsABitch foxandfriends foxnews tcot tlot GOP""",0
1,Jesus the inferior MAGA species here believes the guest is wearing that mask for COVID protection  He's wearing it to make a point   <user>,0
1,If you’re a Nigerian in the states please be careful out there moving with BlackLivesMatter black communities can’t be trusted they do more evil to themselves and kill themselves more I’m not surprised:broken_heart::broken_heart:  JusticeForToyin,0
1,Trump and his moronic politically based comment about the coronavirus is going to get people killed He is an idiot and NO ONE should take anything he says as fact based,0
1,<user> find these emails and give them to the internet NUMBERNUMBER EMAILS ABOUT CHILD SEX TRAFFICKING ARE IN THIS BITCH'S LAPTOP <url>,0
0,A day wtf,0
0,Hello everyone I didn’t plan my first tweet to be so random but I feel like everyone should take action against the disgusting hatred we’re experiencing Check out the next tweet blacklifematters BlackLivesMatter JusticeForFloyd,0
0,<user> But hunter is hahaha :face_with_tears_of_joy:,0
0,"<user> <user> <user> Sarcasm doesn't travel well over the internet  I'm guessing that this is a satirical statement but need more to go on than ""Woe is us""  For now I'm going to assume you are throwing it back in their face and say good on you",0
1,Tax your rich friends <user> you immoral and evil parasite,0
0,i am so fucking ashamed to come from this area Tinley Park: BE BETTER The fact that all of these WHITE men think they’re hilarious for this shows exactly how ignorant they are BLACK LIVES MATTER orange presidents are not the same thing amp; no one gives a fuck ab him,0
0,Anonymous hacked another website <url> is offline now <url>,0
0,Hackney Stand Up to Racism and Fascism vigil today outside Hackney Town Hall BlackLivesMatter NoJusticeNoPeace <url>,0
0,<user> <user> Hate,0
0,Time to tear down the devil’s mask and see the true face of Communism AntifaTerrorists socialism,0
0,<user> It was much larger than your pathetic inauguration Btw  how do you like looking at the new street sign outside your window Shout out to <user> for having the street name painted in bright yellow able to see from space BlackLivesMatter <url>,0
1,<user> <user> <user> must FIRE <user> NUMBER praising the violent fascistic actions of CultOfTrump Brown:necktie:s  attacking <user> <user> campaign bus amp; trying NUMBER run it off the road That is criminal behavior full:stop_sign: FireJeaninePirro VoteBidenHarrisToSaveAmerica,0
0,This is long but the synopsis is the Biden family and <user> are corrupt as hell  Can he get a national security clearance,0
1,bullshit,0
1,<user> <user> Go to the hell,0
1,THIS IS HOW YOU LICK MY ASS WITH A COVID TONGUE TAKING NOTES  <user>,0
1,Ok this is bizarre Probably written by a self hating white Antifa soyboy BlackLivesMatter NUMBERProtests riotsNUMBER <user> <user> <user> <user>,0
0,These Daytime Protester Thugs Are The Same Terrorists That Burned Down Businesses Looted Murdered Beat Innocent People With Their Fist And Blunt Force Objects And MurderedHurt Police Officers Across Our Nation Rioting For Over A Week,0
0,COVIDNUMBER much worse than flu VOTEBLUE NUMBER DECENCY Dump Trump CULT COWARDLY GOP Senators Farmers Education TeaParty AARP Veterans MeToo GenX Millenials marchforourlives NUMBERu MAGA Independents Indigenous PNUMBER Latinx BLM LGBTQ,0
0,A federal judge ordered Treasury Secretary Steven Mnuchin to distribute hundreds of millions of dollars in delayed COVID-NUMBER relief to Native American tribes <url> via  <user>,0
1,<user> I hope not You’re a Loser,0
1,CRIMINAL bastards akin to Nazi Germany These phuckers have no fearRIGGED,0
1,This isn’t about BlackLivesMatter it’s all about the snatchandgrab chaos and looting Such a bunch of crap <user> how about maximum penalties for Looters Max pain for the max pain they inflict on others What a disgrace,0
0,"<user>  You could have shut down this CON man by delivering aggressive statement with a smile on your face For Example you could have asked the moderator something like this ""Can you pls remind this TV show and Twitter Clown unfortunately our president now ",0
0,Can’t make this up,0
1,<user> <user> Arizona Nevada Pennsylvania Florida Georgia NorthCarolina Michigan Minnesota Wisconsin Ohio   Don't be tricked by The Hollywood COVID BigTech MainstreamMedia DNC No to <user> <user>  Trump is an asshole but he gets things done  <url>,0
0,Patriots standing up and sending CrookedJoeBiden a message :clapping_hands::clapping_hands::clapping_hands:  And a personal word to <user>  just pick a name and stay with it  My social media only has so many characters to spare Regards Ugly Chump for Trump <url>,0
1,The media and <user> frequently insist <user> to routinely and publicly denounce white supremacy  while Democrats get a pass to willfully protect promote and fund the left wing terrorist groups Antifa and BLM who are actually actively destroying black neighborhoods,0
0,<user> <url>  TrumpGenocide  TrumpGOPGenocide  TrumpLiesAmericansDie   He is tweeting a lot because of mass death to Americans  Distracting you,0
0,Trying reading this with OUT getting incredibly mad at the unbelievably horrible handling of coronavirus by <user> <user>  cc  <user>,0
0,My church is pretty dope ⁦ <user> —⁩ Bed-Stuy Church Helps Pay Off NUMBERM Medical Bills Amid Coronavirus   Bed-Stuy NY Patch <url>,0
0,Ummmm because he’s not dead ,0
0,The greatest coup the Chinese could pull would be to convince a neurotic American public to indiscriminately start injecting themselves with this,0
0,"First off not  <user> tweet Biden’s ""gone"" Next <user> MURDERED seniors when he ordered Covid patients into nursing homes Leadership indeed ObamaGate DemConvention JoeAndTheHoe LiberalismIsAMentalDisease DemocratsAreCommunists TrumpNUMBER KAG",0
1,Far left Far Right  Far right Far left  Extreme  Extremists Oh I forget to say So Extreme  Your Extremely annoying doll amp; your boring me too the Extreme :sleeping_face: <user> bores me that it’s curing my menopausal insomnia <user> :woozy_face: <user> she’s nearly as extreme :clown_face:,0
1,BS LOOK AT MICHIGAN'S NUMBERS BAD FORCED NH TO TAKE COVID POSITIVE KILLING THOUSANDS THIS RESEARCH IS DUMBOCRAT GARBAGE,0
